(-0.00834656693694314, 0.5058091878501512, 0.5207520126071805, -0.6107048392601088, 0.7113674283872988, -0.017522953713422877),(-8.690040000000002, -53.058, -9.753599999999999, -3.1326171428571428, 0.33696000000000004, -0.384)
(-0.008346623741111297, 0.5058092474935438, 0.5207517147050059, -0.6107044816001945, 2.109123229977133, -0.01752307265662144),(-7.603785000000001, -51.385, -8.5344, -3.0992914285714286, 1.89216, -0.336)
(-0.008346682403357774, 0.5058092474969047, 0.5207518935346154, -0.6107048988152444, 0.8255971670031867, -0.01752294778139072),(-8.690040000000002, -52.102, -9.5504, -3.0659657142857144, 1.9440000000000002, -0.352)
(-0.008346665654252123, 0.5058091878892991, 0.5207512378749952, -0.6107047200215224, -1.9569644927901537, -0.017523193740135567),(-8.690040000000002, -53.058, -11.684, -1.5329828571428572, -1.6848, -0.336)
(-0.008346626052168937, 0.5058091277239688, 0.5207514764129213, -0.610704602987767, -1.9569678323910447, 1.9200612265709178),(-8.690040000000002, -53.297, -11.2776, -0.9664457142857142, -1.8144000000000002, -0.096)
(-0.008346644230099783, 0.5058089494689173, 0.5207509994489888, -2.1199541091906755, -1.9569667577746792, 2.8766782283670667),(-8.327955000000001, -52.341, -9.652, -3.365897142857143, -2.04768, 0.352)
(-0.008346683358310231, 0.6347627639189444, 0.5207510588990265, -2.119946718209581, -1.9569678308635776, 2.876677751535021),(-8.690040000000002, -45.888, -6.908799999999999, -2.1661714285714284, -3.8880000000000003, 0.384)
(-0.008346681958618506, -0.30561083489763735, 0.5207498086794787, -2.119946959653259, -1.9570196859090707, 2.876677992613961),(-8.690040000000002, -6.692, -20.116799999999998, -1.5996342857142856, -0.59616, 0.28800000000000003)
(-0.008346664736694081, -0.3056107763068704, -0.35358932613852534, -2.11994671809114, -1.957023143405872, 2.87667775040295),(-8.327955000000001, 1.1949999999999998, -21.1328, -1.5996342857142856, 0.20736000000000002, 0.304)
(-0.8165465593336432, -0.30561062693596325, -0.35358935594544383, -2.1199471950539936, -1.9570206403709198, 2.8766779899682025),(9.41421, 1.434, -21.336, -1.7662628571428571, 0.33696000000000004, 0.272)
(0.5705332160009232, -0.3056106567052248, -0.35358926658123335, -2.1199464795673117, -1.9570205209244387, 2.8766777512963215),(-9.776295000000001, 1.673, -21.2344, -1.7329371428571427, 0.28512000000000004, 0.32)
(0.5705307126053139, 0.8861809372840665, -0.3536007106373355, -2.119948148711049, -1.9568699598405621, 2.8766777515415805),(-9.052125000000002, -72.178, -22.148799999999998, -2.1994971428571426, -2.8512000000000004, 0.28800000000000003)
(0.5705307722093061, 0.7672712205686415, -0.3536006807389725, -2.119948625608189, -1.956868886930483, 2.876677989559522),(-9.776295000000001, -71.461, -22.9616, -1.5329828571428572, -0.7257600000000001, 0.32)
(0.5705308318250928, 0.6316213607440052, -0.35360082973595003, -2.119948387390858, -1.9568661450136209, 2.8766779898335506),(-9.052125000000002, -66.681, -23.875999999999998, -1.5329828571428572, -1.8662400000000001, 0.336)
(0.5705307722088078, 0.48592749236344457, -0.3536007403588605, -2.1199488640062643, -1.9568694831310003, 2.8766777517002073),(-8.327955000000001, -59.032999999999994, -24.892, -1.2663771428571429, -0.36288000000000004, 0.28800000000000003)
(0.5705306527006623, 0.4021716714228108, -0.3536006808483644, -2.1199486258090188, -1.9568650755424537, 2.876677751590863),(-8.690040000000002, -54.253, -25.1968, -1.4996571428571428, -1.27008, 0.304)
(0.5705306529997085, 0.26373186707384483, -0.35360085964767163, -2.1199483871656017, -1.9568700790395837, 2.876677751515669),(-8.690040000000002, -43.498, -25.1968, -1.3330285714285715, 0.025920000000000002, 0.28800000000000003)
(0.5705307126042509, 0.12640815973316852, -0.35360068082338164, -2.119948625564328, -1.9568656682957288, 2.8766777515412056),(-7.965870000000001, -30.113999999999997, -23.9776, -1.1997257142857143, -0.75168, 0.272)
(0.07229292386951605, 0.126407936315725, -0.49522939307007235, -2.119948864012833, -1.956868767751944, 2.876677989998865),(11.586720000000001, -32.982, -23.571199999999997, -0.9997714285714285, -0.49248000000000003, 0.304)
(0.07229267805799336, 0.2810296714385318, -0.495229184631672, -2.1199491023504646, -1.9568660258750394, 2.8766779899588273),(11.224635000000001, -38.479, -24.384, -1.299702857142857, -0.8812800000000001, 0.28800000000000003)
(0.07229270030679857, 0.281029701401381, -0.3823827191343879, -2.11994934229736, -1.9568684109371148, 2.8766779900163195),(11.224635000000001, -39.913, -19.9136, -1.1663999999999999, -0.80352, 0.24)
(0.0722927227706143, 0.2810297608410808, -0.38238272065552653, -2.119948863852681, -1.9568680524705429, 2.3397703170749895),(9.776295000000001, -40.152, -20.0152, -1.1997257142857143, -0.75168, 0.048)
(0.07229266316162829, 0.2810297591604908, -0.382382719256957, -2.119949106381098, -1.5803315600282446, 2.3397696055636987),(10.500465000000002, -39.913, -20.828, -0.9664457142857142, -0.15552000000000002, 0.096)
(0.07229270040798902, 0.28102973103332723, -0.38238286971706814, -2.119948625553571, -1.2215873003015365, 2.339769363391413),(8.327955000000001, -39.913, -21.6408, -1.1663999999999999, 0.6739200000000001, 0.064)
(0.07229278229278031, 0.2810297608375909, -0.38238304855427485, -1.856403708454442, -1.2215664382998688, 2.339769601065956),(10.138380000000002, -41.108, -22.0472, 7.331657142857143, 0.648, 0.064)
(0.07229262646180874, 0.2810297610840237, -0.38238278090320466, -1.6056697348628477, -1.2215669142745422, 2.3397691268723477),(9.776295000000001, -39.434999999999995, -22.352, 1.4330057142857142, 0.44064000000000003, 0.032)
(0.0722925663000146, 0.40719345211964064, -0.38238307833676183, -1.6055977344549484, -1.2215685844401738, 2.3397693634003907),(7.965870000000001, -50.19, -24.5872, 1.8995657142857143, -1.296, 0.08)
(0.07229267807160343, 0.40719354151891224, -0.21197271343309346, -1.6055961849446898, -1.2215678689460332, 2.3397691247872676),(7.965870000000001, -48.039, -20.9296, 2.3661257142857144, -1.06272, 0.096)
(0.07229270028062884, 0.2899576724689975, -0.2119725944880438, -1.6055953504090619, -1.2215645305879146, 2.339768409822447),(9.776295000000001, -48.039, -25.298399999999997, 1.7995885714285713, 1.06272, 0.08)
(0.0722926406561215, 0.28995779156182616, -0.029628074324381398, -1.6055966604967873, -1.2215625041462899, 2.3397696016666094),(9.052125000000002, -44.693, -19.4056, 1.5329828571428572, 0.12960000000000002, 0.032)
(0.07229270040704557, 0.41109958286244164, -0.029628144622105064, -1.605595588688034, -1.2215697766230529, 2.339769125052987),(9.052125000000002, -48.756, -21.1328, 1.9328914285714285, -1.9180800000000002, 0.096)
(0.0722926260528849, 0.4456954002389252, -0.4008106887807839, -1.6055955884046202, -1.22153890128248, 2.3397691255153354),(8.690040000000002, -58.315999999999995, -28.8544, 1.5996342857142856, -1.60704, 0.08)
(0.07229268552308515, 0.44569543008339246, -0.4008109271281384, -1.6055960653977113, -1.221539258950399, 1.6845710279240844),(9.776295000000001, -57.599, -29.057599999999997, 1.7329371428571427, -1.4256000000000002, 0.032)
(0.07229270039643527, 0.44569540029746146, -0.40081074837165453, -1.6055957078961856, -1.03515565378339, 1.684564232909808),(9.052125000000002, -57.36, -29.362399999999997, 1.5663085714285714, -0.12960000000000002, 0.048)
(0.0722927823289313, 0.4456954003445085, -0.4008108673464661, -1.355343103047654, -1.0351473101985655, 1.6845647085167004),(8.690040000000002, -57.120999999999995, -29.057599999999997, 1.0997485714285713, -0.20736000000000002, 0.08)
(0.07229267805658389, 0.44569543004049655, -0.23040044307222615, -1.3557521104840062, -1.0351475477191874, 1.6845645904496662),(8.327955000000001, -49.233999999999995, -23.571199999999997, 1.9328914285714285, -0.6739200000000001, 0.096)
(0.07229268511354622, 0.44569537054474856, -0.23040002721054417, -1.082698942650368, -1.0351479040443003, 1.6845647095398215),(10.138380000000002, -49.711999999999996, -23.1648, 6.3652114285714285, -0.8294400000000001, 0.08)
(0.07229260354702338, 0.4456953704381063, -0.23040032386894607, -1.4427736997977525, -1.0351501704360269, 1.6845644711309977),(8.690040000000002, -50.668, -23.0632, -0.6331885714285714, -0.7776000000000001, 0.064)
(0.07229254393306894, 0.44569545983953923, -0.23040017480622124, -1.8245793581097944, -1.035149574308711, 1.6845644712426233),(9.052125000000002, -49.473, -23.368, -2.1994971428571426, -0.36288000000000004, 0.08)
(0.0722926631642954, 0.4456954896397288, -0.23040047282114895, -1.824568748478954, -0.5464364887198934, 1.684564471185463),(8.327955000000001, -49.951, -23.7744, -1.2663771428571429, 0.5184000000000001, 0.08)
(0.07229266315317698, 0.44569548964027295, -0.23040039837947462, -1.8245682716333256, -0.08986180274671483, 1.6845644713140555),(9.41421, -50.668, -24.0792, -2.699382857142857, 0.46656000000000003, 0.112)
(0.07229272275321678, 0.4456953406320087, -0.23040056229334527, -1.8245697021593335, -0.08985840528765864, 1.3027796744826363),(8.690040000000002, -50.428999999999995, -23.9776, -2.4994285714285716, 0.25920000000000004, -0.28800000000000003)
(0.07229264088675061, 0.4456954002526315, -0.23040039819497782, -1.8245695824058459, -0.08985939602283882, 0.49915000837837525),(9.41421, -50.668, -23.875999999999998, -2.1994971428571426, 0.20736000000000002, 0.032)
(0.07229270000661134, 0.445695429194359, -0.2304005911886764, -1.8245695848261596, -0.08985936627062042, -0.5578122695266601),(9.052125000000002, -51.623999999999995, -23.9776, -2.4327771428571427, 0.20736000000000002, 0.272)
(0.07229264048723517, 0.44569540037807504, -0.5840330721997049, -1.8245694644404291, -0.08986028159042288, -0.5578160307420652),(9.052125000000002, -56.165, -27.7368, -2.79936, 0.38880000000000003, 0.272)
(0.07229266315820658, 0.44569545975139735, -0.8997572659898138, -1.824569582820287, -0.08985888192389639, -0.557816028443696),(7.603785000000001, -50.907, -23.6728, -2.3661257142857144, 0.23328000000000002, 0.256)
(0.07229272274785928, 0.44569545982694436, -1.2253096103433545, -1.8245695829390651, -0.08985950798011332, -0.5578156113283167),(7.965870000000001, -44.693, -19.2024, -2.2661485714285714, 0.28512000000000004, 0.28800000000000003)
