17:(0.570530652999857, 0.40217116474734055, -0.35360056162011744, -2.1199488639747814, -1.9568656683056527, 2.876677751541101),(-9.776295000000001, -48.516999999999996, -20.828, -2.09952, 0.12960000000000002, -0.16)
18:(0.5705307126066279, 0.263732492923926, -0.3536009490484009, -2.1199483871460365, -1.9568697214129633, 2.876677751552585),(-9.41421, -36.567, -20.828, -2.7327085714285713, -0.38880000000000003, -0.176)
19:(0.5705306529998775, 0.12640854717072592, -0.3536007106276541, -2.1199488639981316, -1.956866383590313, 2.876677751539225),(-10.138380000000002, -27.246, -20.32, -2.79936, 0.18144000000000002, -0.20800000000000002)
20:(0.07230226692019236, 0.1264079361514083, -0.4952338338733046, -2.1199491027963737, -1.9568682909102364, 2.8766777511724446),(17.017995000000003, -28.68, -21.6408, -2.666057142857143, -0.07776000000000001, -0.20800000000000002)
21:(0.07229264079728598, 0.2810293435736769, -0.4952290356564964, -2.119949102402515, -1.95686650280557, 2.8766779899611383),(1.8104250000000002, -35.132999999999996, -22.0472, -2.1994971428571426, 0.18144000000000002, -0.128)
22:(0.07229274509581135, 0.2810295820257715, -0.38237982986581426, -2.119949579152847, -1.9568679332732206, 2.876677751545875),(1.0862550000000002, -33.46, -16.357599999999998, -3.3325714285714283, -0.15552000000000002, -0.176)
23:(0.07229256590349628, 0.2810297906002115, -0.38238278071161436, -2.1199491024239214, -1.9568680524842803, 2.3396553985813204),(0.7241700000000001, -34.894, -16.4592, -2.3994514285714286, -0.07776000000000001, 0.112)
24:(0.07229267805781192, 0.28102973103532025, -0.38238289952168814, -2.1199491024017334, -1.5800354480733976, 2.3397698402355878),(1.0862550000000002, -35.132999999999996, -16.357599999999998, -2.7660342857142854, 0.025920000000000002, 0.16)
25:(0.07229268550071435, 0.28102967141981733, -0.3823827803000877, -2.1199486255644593, -1.221314668735817, 2.3397688866389847),(0.7241700000000001, -35.372, -16.256, -2.599405714285714, 1.3478400000000001, 0.096)
26:(0.07229262590185968, 0.2810297012331818, -0.38238301872968106, -1.8562164306709987, -1.2215679883869448, 2.3397696018378418),(1.0862550000000002, -35.372, -16.4592, 2.2661485714285714, -0.80352, 0.096)
27:(0.07229266315747347, 0.28102976083832343, -0.3823828697213796, -1.6054855585072372, -1.221566915506651, 2.339769124990547),(2.1725100000000004, -33.937999999999995, -16.256, 1.299702857142857, -0.41472000000000003, 0.16)
28:(0.0722924844671634, 0.40719312433304056, -0.3823831975310004, -1.6055971385980903, -1.2215684652628664, 2.3397696017798864),(0.36208500000000005, -46.126999999999995, -16.9672, 1.3330285714285715, -0.6220800000000001, 0.112)
29:(0.07229264080493211, 0.40719351172434337, -0.21197102963641087, -1.6055959463117053, -1.2215678691774874, 2.3397693634045202),(1.0862550000000002, -44.214999999999996, -17.8816, 1.8329142857142857, -0.5184000000000001, 0.14400000000000002)
30:(0.07229264084140806, 0.2899580299912098, -0.21197199837349068, -1.605594874646365, -1.2215647697363745, 2.339768409720366),(-0.36208500000000005, -39.913, -17.6784, 0.6665142857142857, -0.15552000000000002, 0.08)
31:(0.07229262591942559, 0.2899577915453388, -0.02962661347184121, -1.605596661587723, -1.2215623855348525, 2.339768886532095),(0.7241700000000001, -40.629999999999995, -17.1704, 2.1328457142857142, 0.0, 0.128)
32:(0.07229266315463466, 0.4110992848887418, -0.029628407206338872, -1.6055953502572355, -1.2215684652249532, 2.3397693634132417),(1.0862550000000002, -46.605, -16.357599999999998, 1.39968, -0.7776000000000001, 0.112)
33:(0.07229252160230673, 0.44569626451419225, -0.40081119536556753, -1.6055957078901892, -1.2215396166426304, 2.3397696017564935),(0.7241700000000001, -43.498, -22.6568, 1.3663542857142856, 1.11456, 0.096)
34:(0.0722928195929383, 0.44569551946448754, -0.4008109271024326, -1.605596065532895, -1.2215387821728947, 1.6843158006715948),(1.4483400000000002, -43.259, -24.0792, 1.4330057142857142, 1.06272, 0.112)
35:(0.07229266315932784, 0.44569543002608814, -0.40081068868904896, -1.605595588795729, -1.0349664688278315, 1.684565662980485),(1.8104250000000002, -43.259, -23.7744, 0.8997942857142857, 1.06272, 0.624)
36:(0.07229278235404565, 0.4456954896396306, -0.4008109271544285, -1.3551270962089377, -1.0351474285213162, 1.6845644713962378),(0.36208500000000005, -43.736999999999995, -24.180799999999998, -1.0664228571428571, -0.28512000000000004, 0.41600000000000004)
37:(0.07229267806109942, 0.4456952810490517, -0.23039923608511717, -1.3557621240414943, -1.035147309322125, 1.684564471198042),(0.7241700000000001, -43.498, -18.084799999999998, -4.498971428571428, -0.23328000000000002, 0.448)
38:(0.07229272273794668, 0.4456952511985843, -0.2304000705527827, -1.0825641154794767, -1.0351479052706432, 1.6845644713684649),(1.4483400000000002, -44.214999999999996, -17.6784, 2.79936, -0.25920000000000004, 0.448)
39:(0.07229262594349176, 0.4456954303438718, -0.23040007001530663, -1.4429664608382133, -1.0351499313666317, 1.6845647088191658),(1.4483400000000002, -43.259, -17.8816, -0.09997714285714285, -0.36288000000000004, 0.432)
40:(0.07229248463094932, 0.4456954299737035, -0.23040017454766806, -1.8247905966578075, -1.035149932943431, 1.6845642309286812),(0.7241700000000001, -42.542, -17.779999999999998, 0.2666057142857143, -0.10368000000000001, 0.464)
41:(0.07229267805542831, 0.4456955194410012, -0.23040036857266208, -1.8245680332191454, -0.5462280511829766, 1.6845641135873364),(0.7241700000000001, -43.019999999999996, -17.6784, 4.0657371428571425, -0.025920000000000002, 0.448)
42:(0.07229267805710161, 0.44569543004109824, -0.23040039837485735, -1.8245681524276716, -0.0896601006345528, 1.684564471242551),(1.4483400000000002, -43.498, -17.9832, 2.2994742857142856, 1.19232, 0.48)
43:(0.07229270041684781, 0.445695221449815, -0.23040044308876176, -1.8245697021266076, -0.08985928445573683, 1.3025754690678242),(0.36208500000000005, -43.976, -18.694399999999998, 2.4994285714285716, -0.80352, -0.192)
44:(0.07229256678520378, 0.445695459339101, -0.23040051656827365, -1.824569344266992, -0.08985924686078108, 0.4989641025685757),(0.36208500000000005, -43.498, -18.1864, 2.3994514285714286, -0.41472000000000003, 0.16)
45:(0.07229262468602374, 0.445695368298724, -0.23040059349647302, -1.8245697049838976, -0.08985946952904071, -0.5578902433097986),(0.7241700000000001, -43.736999999999995, -18.084799999999998, 2.6327314285714287, -0.36288000000000004, 0.20800000000000002)
46:(0.07229266315357746, 0.4456953704042136, -0.5840315821733313, -1.8245697021306206, -0.08986021559067246, -0.5578159094128747),(1.0862550000000002, -43.259, -21.4376, 2.1661714285714284, -0.36288000000000004, 0.08)
47:(0.0722925588398287, 0.4456952512183694, -0.8997566699863065, -1.8245698213591324, -0.08985865863193704, -0.5578163265968963),(0.7241700000000001, -41.824999999999996, -19.304, 2.1994971428571426, -0.31104000000000004, 0.14400000000000002)
48:(0.07229267805270735, 0.4456952512270605, -1.2253105640390622, -1.824570059745315, -0.08985935900766642, -0.5578160881180146),(1.0862550000000002, -38.479, -16.9672, 2.1994971428571426, -0.31104000000000004, 0.096)
49:(0.0722927451053787, 0.44569206237681885, -1.5991244316111581, -1.8245694637188916, -0.08985803276126167, -0.5578162073886714),(0.0, -32.743, -8.2296, 1.999542857142857, -0.12960000000000002, 0.112)
50:(0.07229286433425738, 0.4456923305849018, -1.9288886785167523, -1.8245688676862941, -0.0898576974041034, -0.5578159093311791),(1.8104250000000002, -26.051, -2.1336, 1.7329371428571427, -0.12960000000000002, 0.128)
51:(0.0722929611762466, 0.44569262861602, -1.9900023936840747, -1.8245698213629946, -0.08985832334778879, -0.5578157305653445),(1.0862550000000002, -24.378, -3.4543999999999997, 1.7329371428571427, -0.25920000000000004, 0.16)
52:(0.07229287917427038, 0.5779941677891094, -1.9899996524688872, -1.8245698213958146, -0.08985969368655455, -0.5578162666297078),(0.0, -38.957, -5.4864, 1.6662857142857141, -0.31104000000000004, 0.096)
53:(0.07229264080765842, 0.7605158686660389, -1.9900001287336646, -1.8245699405658198, -0.0898573324040776, -0.557815968993761),(0.36208500000000005, -51.863, -9.4488, 2.066194285714286, -0.23328000000000002, 0.128)
54:(0.0722926631588775, 0.9190438389786367, -1.9899996518756682, -1.824570298236113, -0.08985754847970784, -0.5578167437852566),(2.1725100000000004, -62.379, -11.176, 1.7329371428571427, -0.23328000000000002, 0.08)
55:(0.07229264080395147, 1.0848256349564431, -1.9899997710867152, -1.8245701789606787, -0.08985733243073728, -0.5578167438527073),(0.36208500000000005, -72.417, -13.9192, 2.09952, -0.15552000000000002, 0.016)
56:(0.07229279726773913, 1.2550714015960753, -1.9899994134902612, -1.8245698213574542, -0.08985722064940609, -0.5578164458305689),(1.8104250000000002, -79.109, -16.5608, 2.3661257142857144, -0.12960000000000002, 0.112)
57:(0.07229291645257743, 1.4202953577883852, -1.989999294361292, -1.824569821353842, -0.08985603608057231, -0.557816743771161),(0.7241700000000001, -85.801, -17.8816, 2.4994285714285716, -0.025920000000000002, 0.096)
58:(0.07229278235438569, 1.573243141171928, -1.9900000095593415, -1.8245698213858448, -0.08985651283953995, -0.5578163265333684),(1.8104250000000002, -86.996, -19.7104, 2.4327771428571427, 0.07776000000000001, 0.112)
59:(0.07229268571186105, 1.6616071462003235, -1.9900414941263231, -1.8245697039143334, -0.08983365938450734, -0.5578182364858578),(0.36208500000000005, -85.084, -24.180799999999998, 2.2994742857142856, 0.8294400000000001, 0.032)
60:(0.0722937509459256, 1.8105002641790577, -1.9898982048198586, -1.8245697021454246, -0.08984019608710322, -0.5578158497907878),(2.1725100000000004, -87.952, -18.389599999999998, 2.5327542857142857, 0.20736000000000002, 0.096)
61:(-0.22753462194970595, 1.8105009793999194, -1.989894866948711, -1.8245698213294372, -0.08980961148783631, -0.5578158498082711),(22.449270000000002, -82.455, -17.779999999999998, 2.4994285714285716, 1.3219200000000002, 0.128)
62:(-0.3474744558216722, 1.810501933041644, -1.9898957013488772, -1.8245699406266933, -0.08977132296100816, -0.5578156114065943),(5.431275, -81.25999999999999, -18.084799999999998, 2.5327542857142857, 1.7625600000000001, 0.128)
63:(-0.3474670350552532, 1.6443368196537642, -1.9898892641024861, -1.8245699405671454, -0.08978398142852576, -0.5578157306420405),(4.345020000000001, -81.97699999999999, -16.662399999999998, 2.3994514285714286, 0.9331200000000001, 0.112)
64:(-0.5101925730600064, 1.6443376541505381, -1.9898896217353177, -1.8245695829314224, -0.08978579199885188, -0.557816922536012),(6.879615000000001, -83.411, -17.5768, 2.599405714285714, 0.8812800000000001, 0.032)
65:(-0.6819106937794918, 1.644337654154691, -1.9898897417811088, -1.8245699415986263, -0.08978641959270219, -0.5578165654424893),(7.241700000000001, -84.128, -16.8656, 2.1328457142857142, 0.7776000000000001, 0.096)
66:(-0.8737894892688085, 1.6443376541137689, -1.9898896217346533, -1.824569940569225, -0.08978620172289087, -0.5578165650374373),(12.310890000000002, -82.455, -16.9672, 2.56608, 0.8812800000000001, 0.032)
67:(-1.1077888011996282, 1.6443376541248842, -1.9898896217351703, -1.8245698213465873, -0.08978745340569641, -0.5578160285862795),(13.759230000000002, -84.128, -16.662399999999998, 2.6327314285714287, 0.8812800000000001, 0.08)
68:(0.28360444307591076, 1.6443377733229423, -1.9898896217464843, -1.824569821333245, -0.08978679038687669, -0.5578165649753273),(-2.5345950000000004, -84.36699999999999, -17.4752, 2.2661485714285714, 0.8553600000000001, 0.096)
69:(0.47441700099561107, 1.6443377733230582, -1.9898897409513177, -1.8245698213984554, -0.08978804966287815, -0.5578167436931194),(-9.052125000000002, -84.36699999999999, -17.3736, 2.3994514285714286, 0.8294400000000001, 0.064)
70:(0.7469316124682253, 1.6443375349043456, -1.9898899791717979, -1.824570059769666, -0.08979064239880255, -0.5578167444505023),(-16.655910000000002, -85.084, -16.9672, 2.4327771428571427, 0.6739200000000001, 0.048)
71:(1.0856847763061523, 1.6443375349044858, -1.989889979330351, -1.8245697021486778, -0.08979175245798811, -0.557816624546151),(-17.742165000000004, -85.562, -17.0688, 2.2994742857142856, 0.7776000000000001, -0.016)
72:(1.0856928825372796, 1.6443375349044786, -1.98988997936256, -0.8640011548905212, -0.08978994190774875, -0.5578167438374452),(-2.1725100000000004, -85.084, -16.9672, -4.6655999999999995, 0.36288000000000004, 0.08)
73:(1.0856928825378418, 1.6443375349298293, -1.989889621026565, -0.8644482498776418, 0.42574476997429056, -0.5578161470891247),(-1.0862550000000002, -85.562, -17.8816, -5.2654628571428574, 1.2441600000000002, 0.064)
74:(1.085692763328778, 1.6443375349494462, -1.989889502554504, -0.8644470573278671, 0.4256021382367585, -1.355004310499243),(-1.0862550000000002, -84.845, -17.3736, -3.2325942857142858, -0.7776000000000001, 0.16)
75:(1.085692763328551, 1.644337534904461, -1.989889740938744, -0.8644466399855627, 0.4256034792810682, 0.9153561592255072),(-0.7241700000000001, -85.323, -17.272, -2.8993371428571426, -0.54432, -0.624)
76:(1.085692763328552, 1.64433753490448, -1.989889860151857, -0.8644490242142348, -1.1274958850049708, 0.9153026342281495),(-1.4483400000000002, -85.323, -16.5608, -2.9993142857142856, 0.46656000000000003, -0.528)
77:(1.0856926441192627, 1.64433753490448, -1.9898897409438743, -0.8644469976553367, 1.5385197401303041, 0.9153035879715496),(-2.5345950000000004, -84.36699999999999, -17.1704, -3.0659657142857144, -1.3478400000000001, -0.336)
78:(1.0856925249104814, 1.6443375349044989, -1.9898898605461062, -1.2614250184289213, 1.5384719351961689, 0.9153032898394196),(-2.1725100000000004, -85.084, -16.662399999999998, -0.033325714285714285, -1.21824, -0.336)
79:(1.085692524915348, 1.64433753490448, -1.9898899801738235, -1.8032754679576344, 1.538473624833403, 0.9153033974960265),(-2.5345950000000004, -83.411, -16.9672, -0.4332342857142857, -1.08864, -0.384)
80:(1.0856925249099303, 1.6443376541084633, -1.9898902177756976, -2.266993761057838, 1.5384724140087946, 0.915303289904157),(-2.1725100000000004, -85.084, -16.4592, -0.06665142857142857, -1.296, -0.368)
81:(1.085692644102335, 1.644337534904246, -1.9898897409384066, -2.5851070880770917, 1.5384726524567913, 0.9153039454791236),(-1.8104250000000002, -84.845, -16.9672, -2.9326628571428572, -1.11456, -0.336)
82:(1.2415925265247416, 1.6443369388580333, -1.98989474773818, -2.584910869347088, 1.538476943867256, 0.9153034092344106),(-6.879615000000001, -87.235, -17.779999999999998, 4.032411428571429, -0.80352, -0.4)
83:(1.2415882349012601, 1.6443363428096225, -1.2313824892042466, -2.584914207458775, 1.5384503603061919, 0.9153028130515096),(-3.6208500000000003, -87.235, -18.694399999999998, 1.9662171428571429, -0.9849600000000001, -0.384)
84:(1.2415881156921387, 1.6443365812327597, -0.8882784843663244, -2.584915637968874, 1.5384485721348078, 0.9153031110277674),(-3.2587650000000004, -88.191, -14.4272, 1.5996342857142856, -0.80352, -0.384)
85:(1.2415882349014282, 1.6443328857421065, -0.5214865803591208, -2.584916353231187, 1.538426876098393, 0.9153028130610121),(-2.1725100000000004, -91.059, -9.652, 1.7329371428571427, -0.9849600000000001, -0.464)
86:(1.2415883541107178, 1.6443322898262411, -0.28055748341877057, -2.5849165913236583, 1.5384266376507978, 0.91530287239488),(-1.0862550000000002, -87.713, -4.3688, 1.6662857142857141, -0.8294400000000001, -0.368)
87:(1.2415882349014282, 1.4394905567151957, -0.2805567980265136, -2.584916591646506, 1.5384285450285033, 0.9153023362106842),(-3.2587650000000004, -76.47999999999999, -7.3152, 1.3663542857142856, -0.80352, -0.48)
88:(1.2415882349014282, 1.4394905567169258, -0.28055733441532815, -2.584916591644205, 1.0618114471556557, 0.9153023362102786),(-3.2587650000000004, -78.631, -6.8072, 2.0328685714285712, 0.69984, -0.464)
89:(1.2415881156921387, 1.4394905567162706, -0.28055748339523584, -2.5849168300725265, 0.5416298507924037, 0.9153020380187966),(-1.4483400000000002, -77.914, -7.62, 1.7995885714285713, -1.08864, -0.464)
90:(1.2415883541107178, 1.4394904374871254, -0.2805572152198632, -2.584916591600783, 0.5418393612469561, -0.008984156093584706),(-1.0862550000000002, -77.914, -6.908799999999999, 1.7329371428571427, 1.7366400000000002, 0.176)
91:(1.2415883541107178, 1.439490556715888, -0.2805573938848978, -2.1841673852872865, 0.5418393614103353, -0.008857664357700128),(-0.7241700000000001, -78.631, -7.5184, -0.8331428571428571, 1.6588800000000001, 0.352)
92:(1.2415884733200073, 1.4394906759262085, -0.2805572748223085, -1.8106613159243987, 0.5418398380865596, -0.008857970093069314),(-0.36208500000000005, -77.914, -6.908799999999999, 1.39968, 1.5292800000000002, 0.176)
93:(1.2415884733200073, 1.4394904375076294, -0.28055730541686835, -1.2916105992686049, 0.5418407350204034, -0.008858034734186733),(-0.36208500000000005, -78.15299999999999, -7.112, -0.8997942857142857, 1.39968, 0.14400000000000002)
94:(1.2415883541107178, 1.4394904375076294, -0.2805571853479156, -0.7246524098364983, 0.5418405537519962, -0.00885761382284528),(-1.8104250000000002, -78.86999999999999, -6.7056, -0.29993142857142857, 1.3478400000000001, 0.24)
95:(1.2415883541107178, 1.4394904375073778, -0.28055748191227514, -0.724721789132846, -0.2726878592873522, -0.008857679454063393),(-0.7241700000000001, -78.631, -7.2136, 4.498971428571428, -0.33696000000000004, 0.176)
96:(1.2415883541107178, 1.4394904375076334, -0.2805573035790119, 0.003508111859883937, -0.2724613870335284, -0.008857846028059743),(-1.0862550000000002, -78.86999999999999, -7.7216, -2.4327771428571427, 0.54432, 0.16)
97:(1.2415883541107178, 1.1101248264319252, -0.28059378266397, 0.002759126713041364, -0.27247497439445845, -0.008849223146592223),(-1.8104250000000002, -70.744, -12.7, -5.432091428571429, -0.5184000000000001, 0.336)
98:(1.2415883541107178, 1.002374172042501, -0.28059065046512194, 0.0027697690045653265, -0.27247509781201323, -0.008848737856268853),(-2.5345950000000004, -75.76299999999999, -13.9192, -1.4663314285714286, -0.49248000000000003, 0.272)
99:(1.2415882349014282, 0.7233191728481162, -0.28059077267230026, 0.002770146172198803, -0.272474288950379, -0.008848738725117348),(-2.1725100000000004, -65.486, -17.1704, -1.39968, -0.5702400000000001, 0.256)
100:(1.2415884733200073, 0.42975559830666793, -0.28059062361721165, 0.002770257648010175, -0.2724759578716489, -0.008848973550158774),(0.36208500000000005, -46.366, -18.084799999999998, -1.1663999999999999, -0.6739200000000001, 0.256)
101:(1.2415883541107178, 0.11275639274068244, -0.28059089187147623, 0.0027703699703359027, -0.2724775342349831, -0.008849515458311965),(-1.0862550000000002, -25.811999999999998, -17.272, -1.39968, -0.648, 0.20800000000000002)
102:(1.2415884733200073, -0.1657417416571536, -0.2805910706505966, 0.0027698555472272512, -0.27247980237628866, -0.008849640375758529),(-1.4483400000000002, -6.931, -15.849599999999999, -1.3330285714285715, -0.648, 0.16)
103:(1.2415884733200073, -0.4872055053724227, -0.2805910707001142, 0.002770255780536988, -0.27248075604557837, -0.008849641363153214),(-0.7241700000000001, 17.925, -12.4968, -1.3330285714285715, -0.6220800000000001, 0.256)
104:(1.2415884733200073, -0.819828808307958, -0.28059116005674395, 0.002770376623761868, -0.2724791169183762, -0.00884982570770432),(-1.8104250000000002, 43.498, -6.2992, -1.3330285714285715, -0.25920000000000004, 0.24)
105:(1.2415885925292969, -1.1719828844070026, -0.2805919051169121, 0.0027699724313185715, -0.2724816799150106, -0.008849764240434406),(-1.8104250000000002, 66.681, -0.508, -1.39968, -0.23328000000000002, 0.20800000000000002)
106:(1.2415884733382945, -1.4432265758466296, -0.280591249459614, 0.0027701414496997577, -0.2724796831655633, -0.008849402001575994),(0.0, 80.782, 4.7752, -1.4996571428571428, 0.051840000000000004, 0.192)
107:(-0.13864532113793565, -1.4432275295257528, -0.28059077271578853, 0.002770087932177537, -0.2724788188846537, -0.00884976144493117),(16.655910000000002, 72.65599999999999, 5.2832, -1.39968, 0.12960000000000002, 0.192)
108:(-0.5584027171297551, -1.4432275295248838, -0.28059071298239624, 0.002769938958069394, -0.2724784910358142, -0.008849585662212148),(16.293825000000002, 72.895, 5.08, -1.4330057142857142, 0.10368000000000001, 0.224)
109:(-0.5584115386010925, -1.1714262962314528, -0.2805905044321321, 0.002769941039793137, -0.27247688169637585, -0.008849404820714155),(2.5345950000000004, 60.227999999999994, -0.1016, -1.3663542857142856, 0.15552000000000002, 0.224)
110:(-0.5584112405776115, -0.9855582714089636, -0.6579197645197151, 0.0027711824448182765, -0.272502988580716, -0.008849043433872973),(2.8966800000000004, 56.882, 2.2352, -1.2330514285714285, -0.8553600000000001, 0.304)
111:(-0.5584111814227164, -0.560307144669293, -0.6579183927882533, 0.002770578088823371, -0.2725008129150193, -0.008849033707550757),(3.2587650000000004, 31.548, -7.112, -1.2330514285714285, -0.7257600000000001, 0.272)
112:(-0.5584112405778432, -0.5603059530267934, -0.248832061887235, 0.002770604564578755, -0.27250224352252145, -0.008849396313477451),(2.1725100000000004, 25.811999999999998, -11.9888, -0.9997714285714285, -0.9590400000000001, 0.24)
113:(-0.558410942531369, -0.161839008335172, -0.24882827697165025, 0.002770663932565385, -0.2724987565875105, -0.008849395341310668),(2.5345950000000004, -6.931, -15.0368, -0.9997714285714285, -0.9331200000000001, 0.272)
114:(-0.5584110021577334, -0.15067784488590688, -0.8053373098131622, 0.002771124013776774, -0.2724924683509731, -0.008850301560703135),(2.5345950000000004, 7.17, -10.4648, -1.1663999999999999, -0.36288000000000004, 0.24)
115:(-0.5584108233416462, 0.15013919770678272, -0.8053394556000171, 0.0027706343668896806, -0.2724868953198119, -0.008849402847141287),(4.707105, -24.616999999999997, -16.357599999999998, -1.1663999999999999, -0.25920000000000004, 0.224)
116:(-0.5584108829485158, 0.1501392126163664, -0.2705936431661237, 0.0027703465976134786, -0.2724889219719093, -0.008849452405583548),(3.6208500000000003, -28.441, -19.6088, -0.9997714285714285, -0.6739200000000001, 0.24)
117:(-0.1440585255809694, 0.15013955537762494, -0.27059146775409254, 0.0027706325009740664, -0.27248969660586825, -0.008850062308756543),(-15.207570000000002, -27.246, -19.2024, -0.7998171428571428, -0.69984, 0.192)
118:(-0.14405100056107528, 0.15013955552619124, -0.27059149696213847, 0.002770457173615506, 0.47495174380216215, -0.008850062526827627),(-3.6208500000000003, -27.485, -18.694399999999998, -0.8664685714285714, -1.3478400000000001, 0.192)
119:(-0.1440509259505357, 0.15013946590964647, -0.2705915868553598, 0.00277072169195322, -0.47028577315735937, -0.008849393603350807),(-3.6208500000000003, -28.441, -18.9992, -0.8331428571428571, 0.54432, 0.256)
120:(-0.14405106007600893, 0.15013949572223953, -0.2705911994315379, 0.002770744725625956, -0.470165580545406, 1.251287698680986),(-2.8966800000000004, -27.724, -18.9992, -0.93312, 0.8294400000000001, -0.432)
121:(-0.14405113459875316, 0.1501394957252729, -0.2705915868550199, 0.002770520509610093, -0.4701660573413833, 2.5917091368885594),(-5.431275, -28.201999999999998, -18.9992, -0.9997714285714285, 0.6739200000000001, -0.224)
122:(-0.14405106007821275, 0.15013946592281976, -0.2705919444476185, 0.0027705193384661166, 1.6203086376395623, 2.5916547775326637),(-2.5345950000000004, -27.724, -17.9832, -0.8664685714285714, -2.04768, -0.192)
123:(-0.14405110484399855, 0.15013943617843561, -0.27059176582529926, 0.6319738627033699, 1.6201126576823173, 2.591654538915424),(-3.2587650000000004, -27.962999999999997, -18.796, -1.7329371428571427, -0.59616, -0.192)
124:(-0.14405094087160678, 0.15013949573198468, -0.27059224247753516, 1.1879963874810846, 1.6201124191433858, 2.591654777505),(-3.2587650000000004, -27.724, -19.1008, 0.23328, -0.648, -0.176)
125:(-0.14405098555133491, 0.15013946591888416, -0.27059188493876446, 1.6614099741405115, 1.6201126574557887, 2.5916545391378287),(-2.5345950000000004, -27.006999999999998, -18.389599999999998, 1.2663771428571429, -0.5702400000000001, -0.16)
126:(0.13782699405447835, 0.15013946578621676, -0.27059203414082333, 1.661469101635914, 1.620112418959181, 2.591654777270975),(-20.276760000000003, -26.29, -18.694399999999998, 5.965302857142857, -0.59616, -0.16)
127:(0.13782897591184676, 0.518417537212394, -0.2705931663549126, 1.6614629030298584, 1.6201121807053873, 2.591654539109107),(-9.41421, -55.208999999999996, -18.288, 3.4325485714285713, -0.46656000000000003, -0.192)
